id	name	host_id	host_name	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	last_review	reviews_per_month	calculated_host_listings_count	availability_365
18820741	Chill Studio with High Ceilings in Schöneberg	73745875	Taylor	Tempelhof - Schöneberg	Schöneberg-Süd	5.247.957.668.701.300	13.348.830.630.669.400	Entire home/apt	52	1	16	2018-10-29	0.89	1	3
18822254	Quiet room in cosy apartment in vibrant area	14547648	Theresa	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	524.934.269.149.583	1.342.102.546.944.790	Private room	40	2	4	2018-06-16	0.23	1	4
18823833	Schöne Altbauwohnung im Herzen Friedrichshain	49423227	Svenja	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.250.964.170.115.560	13.462.691.926.848.300	Private room	23	1	17	2018-10-14	0.95	1	83
18824105	Large room in great neighbourhood, Schillerkiez.	99197772	Aidan	Neukölln	Schillerpromenade	52.475.567.506.061.400	13.423.505.692.469.900	Private room	49	3	36	2018-10-22	02.07	1	25
18826593	Quiet room in Berlin Prenzlauer Berg 조용한 베를린방	131092288	Wichmann	Pankow	Prenzlauer Berg Ost	5.252.947.166.021.270	13.459.420.101.937.300	Private room	24	60	7	2017-08-26	0.41	1	0
18831956	Helle 1-Zimmerwohnung am Tempelhofer Feld	22645239	Ruben	Tempelhof - Schöneberg	Tempelhof	5.248.116.968.677.560	13.383.481.900.026.000	Entire home/apt	35	4	6	2018-04-28	0.34	1	0
18832634	Cosy Studio in Bundesplatz	131126034	Patricia	Charlottenburg-Wilm.	Volkspark Wilmersdorf	52.482.236.598.851.300	1.332.689.394.143.460	Entire home/apt	29	12	6	2018-08-04	0.41	1	0
18832968	Comfy apartment right in heart of Friedrichshain	31142790	Thomas	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	52.514.453.556.414.300	13.464.690.458.524.600	Entire home/apt	50	29	4	2017-06-25	0.23	1	0
18833220	Bright room in a central location	131151425	Kaj	Mitte	Tiergarten Süd	5.250.070.899.611.000	13.364.473.614.909.600	Private room	45	3	3	2018-04-03	0.18	1	0
18834337	Sunny Studio near Friedrichshain	77845975	Benjamin	Treptow - Köpenick	Baumschulenweg	5.246.944.144.726.760	1.349.091.080.339.970	Entire home/apt	30	4	8	2018-10-22	0.48	1	0
18834371	Nice apartment with balcony in Prenzlauer Berg	68639008	Hannah	Pankow	Prenzlauer Berg Südwest	5.253.934.649.942.750	13.417.311.817.128.500	Entire home/apt	57	3	8	2017-08-16	0.45	3	0
18834853	Gemütliche, ruhige 1 Zi Wohnung in Friedrichshain	13949498	Jochim	Friedrichshain-Kreuzberg	Frankfurter Allee Nord	5.251.735.438.207.140	1.346.890.192.105.240	Entire home/apt	52	3	28	2018-10-28	1.59	1	7
18836091	Charmante Weddinger Altbauwohnung am Schillerpark	115076300	Kalu	Mitte	Parkviertel	5.255.360.001.284.780	13.349.253.375.783.500	Entire home/apt	42	3	16	2018-11-04	0.91	1	5
18837167	Privates Zimmer in Wg Privatroom in sharing flat	51049470	Pia	Neukölln	Neuköllner Mitte/Zentrum	5.247.088.034.213.420	13.437.350.920.318.400	Private room	20	2	3	2017-09-06	0.17	1	0
18837168	ART & Soul Appartment- Women only	28859582	Andrea	Friedrichshain-Kreuzberg	Karl-Marx-Allee-Süd	5.251.561.628.829.970	13.436.802.365.962.100	Private room	33	2	31	2018-11-03	1.76	1	84
18837606	Bourbon Vanilla	130881258	Monique	Pankow	Prenzlauer Berg Nordwest	52.552.100.165.657.700	13.410.800.874.659.900	Entire home/apt	99	3	41	2018-10-13	2.33	1	35
18837990	Familienwohnung mitten in Berlin/Prenzlauer Berg	93490741	Johanna	Pankow	Prenzlauer Berg Südwest	52.536.851.018.680.500	13.418.645.554.703.700	Entire home/apt	89	7	4	2018-08-01	0.26	1	1
18838544	Apartment in superzentraler Lage. 2 Zimmer +Balkon	126635344	Mareen	Mitte	Regierungsviertel	525.094.729.813.435	13.395.520.125.392.500	Entire home/apt	75	2	13	2018-04-02	0.74	1	0
18839115	yeah! berlin: super central homey room	127202091	Ting	Tempelhof - Schöneberg	Schöneberg-Nord	5.249.767.896.969.680	13.357.168.750.479.000	Private room	24	1	19	2018-06-09	1.21	1	50
18840119	Central Climbers in Berlin	131211322	Travis	Mitte	Moabit West	5.253.210.253.255.450	13.339.395.354.251.600	Private room	60	1	24	2018-10-11	1.38	1	85
18840946	calm and cozy artist studio in Berlin near subway	44821687	Lukas & Salome	Treptow - Köpenick	Dammvorstadt	52.455.910.769.092.400	13.577.532.254.026.300	Private room	45	1	27	2018-09-29	1.53	1	35
18842640	Olles Kinderzimmer in Toplage	131236251	Andre	Pankow	Prenzlauer Berg Süd	5.254.368.107.466.310	13.427.407.341.071.000	Private room	20	1	23	2018-10-24	1.31	1	9
18845278	Sunset Hausboot	44276104	Claudia	Spandau	Wilhelmstadt	5.250.700.343.210.160	13.202.018.374.815.300	Entire home/apt	59	2	22	2018-08-24	1.25	1	0
18846314	Welcome!	123430047	Kirsten	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	5.249.458.050.713.450	13.416.257.785.182.900	Entire home/apt	150	3	9	2018-10-28	0.52	1	38
18846446	Stylish room in Neukölln	26515344	Ann-Sophie	Neukölln	Rixdorf	52.471.163.294.936.200	13.450.394.967.004.800	Private room	40	2	3	2017-07-08	0.17	1	0
18846551	Bright one-room flat in quiet well-connected area	13112040	Peter	Mitte	Osloer Straße	5.255.359.574.165.520	13.389.419.568.979.200	Entire home/apt	58	3	29	2018-09-17	1.64	1	0
18848814	Lovely and bright room	118218576	Ayako	Tempelhof - Schöneberg	Friedenau	52.468.150.902.099.400	1.333.672.135.655.940	Private room	42	1	50	2018-10-11	2.95	1	170
18849131	Cozy, quiet room with great connection!	119788713	Mathias	Pankow	Weißensee	5.255.413.675.396.120	13.439.176.394.022.900	Private room	35	3	21	2018-11-02	1.24	1	338
18850799	On the top of Friedrichshain, cosy and spacious	83028041	Jonas	Friedrichshain-Kreuzberg	Frankfurter Allee Nord	525.175.642.369.094	13.456.570.434.488.200	Entire home/apt	89	2	5	2018-09-27	0.28	1	0
18851349	Beautiful Apartment in Neukölln	18289992	Ole	Neukölln	Neuköllner Mitte/Zentrum	524.810.753.370.876	13.425.616.815.434.200	Entire home/apt	44	18	3	2017-09-15	0.18	1	0
18851375	Peace and quiet in cheerful Friedrichshain	23976921	Sara	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	52.499.808.243.973.000	13.463.667.898.489.700	Private room	22	6	31	2018-10-23	1.77	1	0
18852326	beautiful cozy room - quiet and central	122331365	Lena	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.251.114.660.656.540	1.346.803.978.374.430	Private room	50	2	48	2018-10-31	2.72	1	68
18853590	Perfect apartment in perfect location!	5479505	Maha	Friedrichshain-Kreuzberg	nördliche Luisenstadt	52.501.109.917.900.200	13.423.423.081.553.200	Private room	35	1	3	2018-10-08	0.18	1	0
18854757	Sunny, quiet apt in Prenzlauer Berg! Lift, Balcony	5275625	Mark	Pankow	Prenzlauer Berg Nord	5.254.975.258.338.450	1.341.943.890.728.300	Entire home/apt	97	2	5	2018-03-08	0.28	2	0
18854789	Zu Hause in Berlin	19673598	Hannah	Friedrichshain-Kreuzberg	Frankfurter Allee Nord	5.251.537.116.698.950	13.461.311.132.065.300	Entire home/apt	70	3	1	2018-01-03	0.10	1	0
18854886	beautifull aptm in the artists quartier Friedenau	131349203	Carolin	Tempelhof - Schöneberg	Friedenau	5.246.721.811.845.650	13.341.916.082.353.400	Private room	34	2	10	2018-09-22	0.61	1	341
18854949	Cozy and lovely apartment in Prenzlauer Berg	41757533	Simon	Pankow	Prenzlauer Berg Süd	5.253.326.599.786.020	13.424.506.892.652.800	Entire home/apt	99	2	1	2017-05-28	0.06	1	0
18855206	Spacious Room in Friedrichshain	9991161	David	Friedrichshain-Kreuzberg	Karl-Marx-Allee-Nord	5.252.269.427.004.740	13.436.005.408.361.400	Private room	35	4	6	2018-08-21	0.35	3	0
18861003	Altbauzimmer mit Balkon in Hafennähe	116059506	Christine	Tempelhof - Schöneberg	Tempelhof	5.245.775.360.753.380	13.383.854.410.330.900	Private room	35	2	3	2017-06-18	0.17	1	0
18861030	Helles Balkonzimmer in Altbau WG - bright room!	37180869	David	Neukölln	Reuterstraße	5.248.348.555.379.520	13.442.485.288.176.900	Private room	15	3	3	2017-12-16	0.17	1	0
18862429	Gemütliche Wohnung direkt am Hermannplatz	34520537	Dilmon	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	5.248.764.526.375.790	13.419.631.110.251.600	Entire home/apt	49	3	3	2017-09-17	0.20	1	0
18863113	primeflats - Apartment Togo in African Quarter	1625771	Ben	Mitte	Parkviertel	5.254.984.675.522.490	13.347.507.794.061.100	Entire home/apt	42	1	55	2018-11-04	3.13	45	129
18864077	Room in an apartment in Oranienstrasse  in Berlin	65041002	Thavaganeshan	Friedrichshain-Kreuzberg	Südliche Friedrichstadt	5.250.584.188.633.400	13.398.993.552.731.000	Private room	39	2	19	2018-10-28	01.09	1	71
18864838	Cozy apartment in Mitte(Alexanderplatz)	27574532	Pia	Mitte	Alexanderplatz	5.251.555.109.245.210	13.423.492.964.882.900	Entire home/apt	50	3	24	2018-07-15	1.37	1	0
18868167	Awesome Penthouse with Roof Terrace	131458895	Nathalie	Pankow	Prenzlauer Berg Nord	52.552.603.066.639.400	13.415.675.371.954.900	Entire home/apt	350	2	16	2018-10-21	1.00	1	94
18868454	Big private room with balcony in Berlin/Neukölln	23920756	Martyna	Neukölln	Neuköllner Mitte/Zentrum	5.247.173.281.724.010	13.429.521.087.805.900	Private room	35	2	5	2018-07-01	0.28	1	94
18869888	Beautiful flat in Berlin Pankow with sunny balcony	23100110	Gloria	Pankow	Pankow Süd	5.255.483.307.999.950	13.429.257.068.483.200	Private room	25	1	9	2017-09-04	0.52	1	35
18870555	shabby chic room - altberliner Stil in Moabit	24152050	Benjamin	Mitte	Moabit Ost	5.253.267.426.626.630	13.346.446.853.213.700	Private room	39	4	5	2018-06-03	0.28	1	0
18870646	Große, helle DG-Wohnung // Bright top floor flat	54963541	Marina	Lichtenberg	Neu Lichtenberg	5.250.653.892.940.880	13.478.074.943.133.100	Entire home/apt	80	1	11	2018-09-16	0.62	1	0
18871059	Room in a spacious flat in the heart of Kreuzberg	6831071	Albert	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	5.249.137.315.146.410	13.395.984.428.762.000	Private room	45	3	1	2017-06-06	0.06	1	0
18871093	Sonniges Zimmer mit verkehrszentraler Lage Berlin	6423501	Ina	Mitte	Moabit West	5.253.452.904.676.120	13.336.087.524.476.200	Private room	35	2	1	2017-06-25	0.06	1	125
18871643	Comfy room in the central	31996278	Lotta	Friedrichshain-Kreuzberg	Frankfurter Allee Nord	52.525.271.259.140.400	13.452.130.603.817.900	Private room	35	1	3	2017-07-01	0.18	1	0
18872341	Unterkunft für 2 in Friedrichshain	131488257	Astrid	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.250.635.761.660.310	13.465.454.928.467.400	Private room	38	2	12	2018-03-29	0.68	1	0
18873696	Apartment in central Berlin (Friedrichshain)	76201485	Florence	Friedrichshain-Kreuzberg	Frankfurter Allee Nord	5.252.215.060.904.400	13.455.533.603.561.500	Entire home/apt	60	2	1	2017-05-26	0.06	1	0
18873963	Private room with own balcony in Treptow	104020251	Valentin	Treptow - Köpenick	Baumschulenweg	5.246.695.910.727.680	13.487.573.222.398.000	Private room	49	3	6	2017-09-01	0.35	1	0
18880854	Helles WG-Zimmer mit guter Anbindung	131571871	Konrad	Lichtenberg	Fennpfuhl	52.527.730.396.595.500	1.346.466.530.952.320	Private room	22	2	1	2017-06-09	0.06	1	0
18883614	Nice Room in the Middle of Neukölln	40946597	Luka	Neukölln	Neuköllner Mitte/Zentrum	5.247.579.487.982.540	13.431.379.128.993.700	Private room	30	3	1	2017-06-03	0.06	1	0
18883707	Queensize Bedroom	106388410	Friedrich	Tempelhof - Schöneberg	Schöneberg-Süd	5.248.743.287.035.480	13.344.725.824.801.800	Private room	27	4	10	2017-12-30	0.57	2	49
18883709	Neukölln Lover! Pannierstraße/ Weserstraße	131588818	Inga	Neukölln	Reuterstraße	5.248.696.456.991.860	13.432.978.678.238.100	Private room	35	2	2	2018-06-21	0.40	1	7
18883715	Room in the center of Berlin	131588350	Nathanael	Mitte	Alexanderplatz	5.252.439.710.772.440	13.418.212.869.375.600	Private room	30	3	4	2018-06-30	0.28	1	34
18883832	wunderschöne Wohnung im Kiez von Neukölln	75762814	Luise	Neukölln	Reuterstraße	5.248.332.403.389.300	13.434.694.743.084.200	Private room	15	1	3	2017-05-29	0.17	1	0
18886044	Bright and quite apartment in Friedrichshain	7025819	Frederik	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.251.274.020.766.720	13.457.188.962.315.800	Entire home/apt	65	2	14	2018-04-26	0.92	1	0
18887131	1 Room Flat in Wedding	12482438	Bacho	Mitte	Brunnenstr. Nord	5.254.477.930.223.640	13.377.390.241.032.200	Entire home/apt	37	5	2	2017-06-14	0.12	1	0
18889223	Cozy room in Samariterkiez, Friedrichshain	36894746	Svenja	Friedrichshain-Kreuzberg	Frankfurter Allee Nord	5.251.732.483.319.250	13.465.372.529.301.100	Private room	30	1	4	2017-06-13	0.23	1	0
18891016	Cozy and central near Potsdamerplatz	90818742	Boris	Mitte	Tiergarten Süd	52.501.497.806.796.100	13.361.694.843.772.900	Entire home/apt	64	2	8	2018-01-25	0.61	2	0
18892410	Gemütliches, ruhiges Zimmer in Karlshorst	9853501	Linda	Lichtenberg	Karlshorst	52.481.629.018.277.200	13.526.710.519.143.800	Private room	45	1	9	2018-09-06	0.51	1	85
18902130	Coys & sunny appartment in the heart of berlin	131730019	Victoria	Mitte	Brunnenstr. Nord	5.254.533.000.825.920	13.376.583.642.601.300	Entire home/apt	59	1	4	2018-04-29	0.24	1	0
18902968	Big room in a great location of Berlin	110192510	Delfina	Pankow	Weißensee	52.549.727.974.581.500	13.448.567.833.387.400	Private room	27	1	7	2017-10-13	0.41	1	0
18903949	Appartement in vibrant F-Hain	18319713	Dominik	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.251.306.707.487.100	13.454.036.396.053.500	Private room	30	2	2	2017-06-13	0.11	1	0
18904848	KREUZBERG, large room in 200 qm2 Apartment	5827968	Abyel	Tempelhof - Schöneberg	Tempelhof	5.248.389.192.268.860	13.383.030.030.918.900	Private room	35	2	3	2017-06-12	0.17	1	0
18905503	moabit at its best	131751159	Betti	Mitte	Moabit Ost	5.252.609.381.248.210	13.351.370.548.170.400	Entire home/apt	50	5	3	2017-09-25	0.20	1	0
18906677	Cozy flat with Berlin charm & view on Spree-river	131759611	Jana	Mitte	Moabit West	5.251.942.557.942.210	13.335.391.974.323.300	Private room	97	2	2	2017-08-22	0.13	1	0
18906896	Cozy apartment close to the river	493505	Mascha	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.249.954.209.701.410	1.346.184.834.609.900	Entire home/apt	80	8	5	2018-11-01	0.31	1	173
18907790	Cozy bright room in the middle of Neukölln	121533787	Janis	Neukölln	Rixdorf	5.247.218.467.988.040	1.344.559.404.215.450	Private room	25	2	5	2018-07-24	0.29	1	0
18908356	studio & bedroom in Prenzlauer Berg	39899418	Larissa	Pankow	Prenzlauer Berg Nord	5.255.052.120.423.330	13.428.328.046.553.700	Private room	22	2	5	2017-12-31	0.32	2	0
18910942	3BR apartment in Prenzlauer Berg, high end	131795693	Georg	Pankow	Prenzlauer Berg Nordwest	52.551.412.916.028.300	13.412.196.102.850.100	Entire home/apt	220	3	21	2018-10-27	1.22	1	322
18912453	Beautiful & bright apartment in the heart of Mitte	11268847	Nele	Mitte	Alexanderplatz	52.526.741.816.855.000	1.340.609.366.132.760	Private room	55	3	63	2018-10-21	3.60	1	24
18913335	Bright Room in Kreuzberg for 2	15361401	Leonardo	Friedrichshain-Kreuzberg	südliche Luisenstadt	5.249.659.884.147.650	1.342.583.796.932.020	Private room	39	3	86	2018-10-15	5.31	1	14
18913459	Quiet Designer's home in Neukölln	9988160	Anke	Neukölln	Rixdorf	5.247.275.824.132.620	13.450.586.094.532.800	Private room	50	2	20	2018-10-20	1.14	2	73
18913710	Cozy, bright room in lively Friedrichshain	48860904	Juli	Friedrichshain-Kreuzberg	Frankfurter Allee Nord	5.251.638.617.810.210	13.465.571.878.352.800	Private room	20	1	1	2017-05-25	0.06	1	0
18919568	Private room for design lovers	396953	Simone & Stefan	Tempelhof - Schöneberg	Schöneberg-Süd	5.248.530.212.531.230	1.337.365.700.515.480	Private room	44	1	3	2017-10-07	0.20	2	0
18919793	Entire 2room apt 2-3 pers/ sunny-calm-spacious	131875211	Sem	Friedrichshain-Kreuzberg	Frankfurter Allee Nord	5.251.627.400.637.390	13.470.089.755.576.600	Entire home/apt	59	4	17	2018-11-05	01.04	1	46
18921086	Nice room in Tiergarten (city centre)	124362703	Damian	Mitte	Moabit Ost	52.517.843.696.623.100	13.336.698.328.251.000	Private room	40	1	4	2017-06-01	0.23	2	0
18921962	Sunny 2 Room Apartment in Old-Rixdorf, Neukölln	40890680	Paul	Neukölln	Rixdorf	5.247.282.709.763.160	13.443.611.866.391.900	Entire home/apt	50	5	4	2018-03-07	0.23	1	38
18923006	Nice room in Tempelhof with balcony	118842938	Daniel	Tempelhof - Schöneberg	Mariendorf	5.244.813.966.836.660	13.371.858.157.911.500	Private room	40	1	1	2018-05-04	0.16	1	84
18923026	Ruhiges + sonniges Zimmer in zentraler Maisonette	131895321	Katya	Friedrichshain-Kreuzberg	Frankfurter Allee Nord	5.252.378.059.321.460	13.449.062.077.568.300	Private room	27	1	37	2017-12-14	02.09	2	0
18924370	Naturnah - Berlin  by nature - Berlin	125132059	Ulla	Spandau	Falkenhagener Feld	52.546.971.297.949.600	13.144.011.873.230.400	Entire home/apt	60	1	13	2018-09-23	0.74	1	0
18924659	Quiet flat with balcony in the heart of Kreuzkölln	4200347	Luisa	Neukölln	Reuterstraße	5.249.033.926.005.610	13.429.952.421.430.000	Entire home/apt	120	2	1	2018-10-14	1	3	0
18925029	Gemütliche, helle Altbauwohnung in Moabit!	102911074	Vivian	Mitte	Moabit West	52.531.236.343.927.300	13.327.252.772.144.900	Entire home/apt	25	4	1	2017-08-27	0.07	2	0
18925069	Bright room in the heart of Neukölln	85069478	Laura	Neukölln	Neuköllner Mitte/Zentrum	5.247.991.680.613.320	1.343.292.036.198.900	Private room	35	2	7	2018-09-29	0.41	1	0
18925906	Cosy room perfect located	1977531	Lu	Neukölln	Rixdorf	5.248.330.614.704.590	13.443.697.553.783.300	Private room	32	1	21	2018-10-19	1.18	1	322
18926238	Helle und ruhige Zweiraumwohnung	63460931	Katrin	Lichtenberg	Neu Lichtenberg	5.250.864.766.092.400	13.499.111.231.161.900	Entire home/apt	45	2	11	2018-10-01	0.64	1	4
18930997	Beautiful cozy 2 story maisonette flat in Berlin!!	40239787	Carolin	Pankow	Prenzlauer Berg Ost	52.542.333.925.579.500	1.343.980.755.765.810	Private room	65	2	2	2017-12-12	0.18	1	0
18931410	Gemütlich wohnen im Prenzlauer Berg	21334511	Arianne	Pankow	Prenzlauer Berg Nord	5.254.953.564.911.650	13.435.208.524.409.700	Private room	60	2	1	2017-07-15	0.06	3	0
18937575	Cosy room in loft apartment in the heart of Berlin	37574200	Sebastian	Charlottenburg-Wilm.	Kurfürstendamm	5.250.152.694.146.410	13.334.386.854.257.500	Private room	79	1	10	2018-10-17	1.55	1	179
18937951	Luminous Loft Apartment Room	132019649	Dörte	Charlottenburg-Wilm.	Schmargendorf	5.247.174.969.882.740	1.329.386.261.178.560	Private room	100	2	62	2018-11-05	3.52	1	268
18938991	good feng shui + zentrale Lage im Prenzlauer Berg	5541908	Iris	Pankow	Prenzlauer Berg Südwest	525.311.244.144.314	13.414.388.341.215.100	Entire home/apt	35	51	8	2018-04-03	0.47	1	0
18941266	Bed and Coffee at the White Lake in Berlin	3861369	Anderš & Fatima	Pankow	Weißensee	5.255.710.044.068.180	13.464.743.554.297.500	Private room	20	1	57	2018-11-04	3.33	1	39
18942214	Studio apartment in Berlin Mitte	127487921	Roselyne	Mitte	Alexanderplatz	52.508.551.870.026.200	13.424.732.467.752.300	Entire home/apt	31	3	3	2017-08-08	0.18	1	0
18943301	Calm Private Room @Prenzlauer Berg	6309551	Filiti	Pankow	Prenzlauer Berg Süd	5.254.197.243.777.030	13.426.407.392.082.300	Private room	32	150	1	2018-06-07	0.19	5	226
18943663	Ruhige 2-Zimmer-Wohnung im Herzen Charlottenburgs	3188465	Tim	Charlottenburg-Wilm.	Neue Kantstraße	5.250.755.280.540.700	13.295.742.337.392.000	Entire home/apt	75	8	1	2017-09-03	0.07	1	0
18944925	Moabit is the best!	131877141	Tanja	Mitte	Moabit West	5.253.032.425.661.180	13.342.178.903.097.900	Entire home/apt	50	1	14	2018-11-04	0.80	1	4
